model_family,gate_type,predictor,lambda_sparse,lambda_sample_smooth,run_i,run_j,cluster_ari,cluster_nmi
LSPIN,lspin_tf,mlp,0.014,0.1,1,4,0.6634967287675833,0.649459185417674
LSPIN,lspin_tf,mlp,0.014,0.1,2,3,0.5616032126246996,0.6066691179989109
LSPIN,lspin_tf,mlp,0.014,0.1,2,4,0.5514985581429801,0.5744918400996789
LSPIN,lspin_tf,mlp,0.014,0.1,3,4,0.6245112857364081,0.5870772316246974
LSPIN,lspin_tf,mlp,0.021,0.1,0,1,0.591292055300486,0.5167984793035472
LSPIN,lspin_tf,mlp,0.021,0.1,0,2,0.6963092718466641,0.6113873375962624
LSPIN,lspin_tf,mlp,0.021,0.1,0,3,0.6110155511051268,0.5183453532764067
LSPIN,lspin_tf,mlp,0.021,0.1,0,4,0.5524945454799705,0.5525736290568315
LSPIN,lspin_tf,mlp,0.021,0.1,1,2,0.7370108545078599,0.6297610271754713
LSPIN,lspin_tf,mlp,0.021,0.1,1,3,0.7140249744627111,0.6698092318088189
LSPIN,lspin_tf,mlp,0.021,0.1,1,4,0.4538887015494239,0.4508555885520135
LSPIN,lspin_tf,mlp,0.021,0.1,2,3,0.6413694751878602,0.5685329775490819
LSPIN,lspin_tf,mlp,0.021,0.1,2,4,0.5668141725576405,0.5434205594564526
LSPIN,lspin_tf,mlp,0.021,0.1,3,4,0.4698907882310592,0.4305073025241693
LSPIN,lspin_tf,mlp,0.028,0.1,0,1,0.5520759053599191,0.5169635676681005
LSPIN,lspin_tf,mlp,0.028,0.1,0,2,0.5726223266709903,0.4957936738198606
LSPIN,lspin_tf,mlp,0.028,0.1,0,3,0.6685131997744654,0.5967123914990267
LSPIN,lspin_tf,mlp,0.028,0.1,0,4,0.594706433762152,0.4974120055879216
LSPIN,lspin_tf,mlp,0.028,0.1,1,2,0.4757063368500997,0.4889353340606117
LSPIN,lspin_tf,mlp,0.028,0.1,1,3,0.4858080916599018,0.469936261906573
LSPIN,lspin_tf,mlp,0.028,0.1,1,4,0.4989728522830636,0.4653734202337276
LSPIN,lspin_tf,mlp,0.028,0.1,2,3,0.6262488023658599,0.5838716834260332
LSPIN,lspin_tf,mlp,0.028,0.1,2,4,0.5939952299373267,0.5634537646642902
LSPIN,lspin_tf,mlp,0.028,0.1,3,4,0.6846022406887158,0.5643223959047069
LSPIN,lspin_tf,mlp,0.0035,0.2,0,1,0.7022907839373103,0.6676115219796765
LSPIN,lspin_tf,mlp,0.0035,0.2,0,2,0.4804715518791562,0.5614737690802865
LSPIN,lspin_tf,mlp,0.0035,0.2,0,3,0.5710746788568112,0.6010531141056441
LSPIN,lspin_tf,mlp,0.0035,0.2,0,4,0.5286758990237345,0.6155089107821771
LSPIN,lspin_tf,mlp,0.0035,0.2,1,2,0.4417005525426093,0.5222605485209125
LSPIN,lspin_tf,mlp,0.0035,0.2,1,3,0.6062390350598611,0.5846348841610032
LSPIN,lspin_tf,mlp,0.0035,0.2,1,4,0.4920131305071797,0.5364500681017181
LSPIN,lspin_tf,mlp,0.0035,0.2,2,3,0.4110086430514553,0.4548606510778623
LSPIN,lspin_tf,mlp,0.0035,0.2,2,4,0.4438980199646313,0.4668641760906516
LSPIN,lspin_tf,mlp,0.0035,0.2,3,4,0.6325153217691284,0.628795698761233
